,Year_Birth,Education,Status,Income,Num_of_kids,Num_of_Teen,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Complain,Response,Status_cat,Mnt_all
175,0.6666666666666714,1.0,Married,0.3595393184178231,0.5,0.5,0.4529190207156297,0.888888888888889,0.4241741741741742,0.033707865168539325,0.06510681586978637,0.0,0.030303030303030304,0.07630522088353413,0.5,0.8181818181818182,0.18181818181818182,0.6153846153846154,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26031746031746034
176,0.37254901960784537,1.0,Together,0.2183769155731773,0.0,0.5,0.41902071563088406,0.19191919191919193,0.17492492492492492,0.0,0.022380467955239066,0.0,0.0,0.048192771084337345,0.4,0.4545454545454546,0.09090909090909091,0.38461538461538464,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.10436507936507936
177,0.2352941176470651,0.5,Married,0.297196261682243,0.0,0.5,0.37758945386064013,0.4545454545454546,0.33258258258258255,0.056179775280898875,0.0752797558494405,0.0,0.05050505050505051,0.19277108433734938,0.4,0.7272727272727273,0.09090909090909091,0.6153846153846154,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23055555555555557
178,0.6862745098039227,0.5,Married,0.08588061298341673,0.5,0.0,0.7062146892655363,0.8080808080808082,0.006756756756756757,0.05056179775280899,0.010172939979654119,0.05603448275862069,0.05050505050505051,0.0642570281124498,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025
179,0.3333333333333357,1.0,Widow,0.1884011454104912,0.5,0.5,0.5856873822975519,0.8181818181818182,0.046546546546546545,0.0056179775280898875,0.01525940996948118,0.01293103448275862,0.010101010101010102,0.024096385542168672,0.4,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.03373015873015873
180,0.6666666666666714,1.0,Married,0.4139903709997168,0.0,0.5,0.8352165725047076,0.4141414141414142,0.506006006006006,0.348314606741573,0.1353001017293998,0.0,0.13131313131313133,0.0321285140562249,0.4,0.6363636363636364,0.2727272727272727,1.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35674603174603176
181,0.6666666666666714,0.5,Married,0.21135340948425063,0.5,0.5,0.8465160075329567,0.6565656565656566,0.02927927927927928,0.0056179775280898875,0.01525940996948118,0.008620689655172414,0.0,0.012048192771084336,0.4,0.2727272727272727,0.0,0.23076923076923078,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022222222222222223
182,0.6666666666666714,0.25,Married,0.33691431448440795,0.0,0.5,0.2900188323917128,0.33333333333333337,0.8791291291291291,0.24157303370786515,0.22177009155645983,0.08189655172413793,0.07070707070707072,0.18875502008032127,0.4,0.5454545454545454,0.2727272727272727,1.0,0.6428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5984126984126984
183,0.2352941176470651,0.75,Together,0.3312061424210957,0.0,0.5,0.4971751412429377,0.6565656565656566,0.24024024024024024,0.2696629213483146,0.1342828077314344,0.16810344827586207,0.36363636363636365,0.19277108433734938,0.4,0.5454545454545454,0.18181818181818182,0.7692307692307693,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25992063492063494
184,0.529411764705884,1.0,Together,0.2341420434878379,1.0,0.5,0.3521657250470813,0.37373737373737376,0.044294294294294295,0.0,0.010172939979654119,0.017241379310344827,0.010101010101010102,0.020080321285140562,0.4,0.2727272727272727,0.0,0.3076923076923077,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.030158730158730156
185,0.37254901960784537,0.75,Together,0.23772302463891248,0.5,1.0,0.7580037664783426,0.33333333333333337,0.018018018018018018,0.02247191011235955,0.021363173957273652,0.0,0.010101010101010102,0.03614457831325301,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.022222222222222223
186,0.49019607843137436,0.75,Together,0.2902293967714529,0.5,0.5,0.3606403013182664,0.7777777777777778,0.06006006006006006,0.016853932584269662,0.0254323499491353,0.017241379310344827,0.010101010101010102,0.056224899598393566,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.049206349206349205
187,0.529411764705884,1.0,Single,0.21859718682148588,0.5,0.5,0.5838041431261765,0.020202020202020204,0.04354354354354354,0.0,0.017293997965412006,0.008620689655172414,0.0,0.040160642570281124,0.4,0.2727272727272727,0.0,0.3076923076923077,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03293650793650794
188,0.19607843137255543,0.75,Together,0.27596840680952833,0.0,0.5,0.626177024482109,0.7070707070707072,0.12912912912912913,0.06741573033707865,0.11291963377416073,0.034482758620689655,0.0,0.06024096385542168,0.4,0.5454545454545454,0.09090909090909091,0.38461538461538464,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1246031746031746
189,0.882352941176471,0.5,Divorced,0.11544730797067247,0.5,0.0,0.613935969868173,0.38383838383838387,0.005255255255255255,0.09550561797752809,0.017293997965412006,0.02586206896551724,0.05050505050505051,0.10441767068273092,0.4,0.36363636363636365,0.0,0.23076923076923078,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03134920634920635
190,0.6666666666666714,0.5,Married,0.151489977658202,0.5,0.0,0.41525423728813493,0.4545454545454546,0.03753753753753754,0.08426966292134831,0.11088504577822991,0.16810344827586207,0.07575757575757576,0.06024096385542168,0.4,0.4545454545454546,0.09090909090909091,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09484126984126984
191,0.3529411764705941,0.5,Together,0.4292394348469115,0.0,0.5,0.2909604519774014,0.16161616161616163,0.698948948948949,0.3146067415730337,0.25635808748728384,0.3922413793103448,0.494949494949495,0.056224899598393566,0.4,0.8181818181818182,0.4545454545454546,0.5384615384615385,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5706349206349206
192,0.5882352941176521,0.5,Together,0.21857201296453632,0.5,0.5,0.6958568738229758,0.8484848484848485,0.03228228228228228,0.028089887640449437,0.027466937945066123,0.030172413793103446,0.030303030303030304,0.1325301204819277,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04642857142857143
193,0.49019607843137436,0.5,Single,0.37954624122848424,0.0,0.5,0.28907721280602594,0.4545454545454546,0.7334834834834835,0.06741573033707865,0.25635808748728384,0.06896551724137931,0.06060606060606061,0.4056224899598393,0.4,0.36363636363636365,0.2727272727272727,0.9230769230769231,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542063492063492
194,0.2549019607843164,0.5,Together,0.18025740268730922,0.5,0.5,0.7570621468926557,0.7676767676767677,0.03078078078078078,0.0,0.009155645981688708,0.0,0.0,0.012048192771084336,0.4,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.019444444444444445
195,0.37254901960784537,0.5,Single,0.28573586330595674,0.0,0.5,0.03201506591337022,0.010101010101010102,0.21246246246246245,0.056179775280898875,0.03763987792472024,0.0,0.06565656565656566,0.10843373493975902,0.4,0.6363636363636364,0.18181818181818182,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14523809523809525
196,0.7254901960784323,0.5,Single,0.025161270021083107,0.5,0.5,0.3323917137476453,0.05050505050505051,0.0045045045045045045,0.028089887640449437,0.003051881993896236,0.05603448275862069,0.020202020202020204,0.1004016064257028,0.4,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020634920634920634
197,0.5882352941176521,0.5,Divorced,0.3280971710878253,0.0,0.5,0.2909604519774014,0.3434343434343435,0.17642642642642642,0.3651685393258427,0.16581892166836215,0.21551724137931033,0.2474747474747475,0.10843373493975902,0.4,0.6363636363636364,0.2727272727272727,0.5384615384615385,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23214285714285715
198,0.7058823529411811,0.5,Married,0.1943295887221121,0.5,0.0,0.3700564971751401,0.686868686868687,0.05405405405405406,0.03932584269662921,0.05798575788402848,0.05603448275862069,0.005050505050505051,0.09638554216867469,0.4,0.36363636363636365,0.09090909090909091,0.23076923076923078,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06746031746031747
199,0.6078431372549034,0.5,Single,0.22219704836527265,0.5,0.0,0.21657250470809686,0.21212121212121213,0.09384384384384384,0.09550561797752809,0.05188199389623601,0.01293103448275862,0.09595959595959597,0.12048192771084336,0.4,0.4545454545454546,0.09090909090909091,0.3076923076923077,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09563492063492063
200,0.7254901960784323,0.5,Together,0.24235501431763112,0.5,0.0,0.41619585687382177,0.4646464646464647,0.09834834834834835,0.0,0.01525940996948118,0.008620689655172414,0.005050505050505051,0.15662650602409636,0.4,0.2727272727272727,0.09090909090909091,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.073015873015873
201,0.7254901960784323,0.5,Married,0.3006073192989081,0.5,0.5,0.6205273069679844,0.37373737373737376,0.1373873873873874,0.011235955056179775,0.06408952187182096,0.030172413793103446,0.010101010101010102,0.048192771084337345,0.4,0.2727272727272727,0.2727272727272727,0.38461538461538464,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10515873015873015
202,0.49019607843137436,0.75,Divorced,0.16320840806822118,0.5,0.5,0.1421845574387941,0.11111111111111112,0.052552552552552555,0.016853932584269662,0.036622583926754826,0.017241379310344827,0.010101010101010102,0.2570281124497992,0.4,0.2727272727272727,0.18181818181818182,0.15384615384615385,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.06944444444444445
203,0.764705882352942,0.25,Together,0.06930992164637025,0.5,0.0,0.23163841807909513,0.7171717171717172,0.0045045045045045045,0.02247191011235955,0.008138351983723296,0.02586206896551724,0.18181818181818182,0.14056224899598393,0.4,0.18181818181818182,0.18181818181818182,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.036111111111111115
204,0.1176470588235361,0.5,Widow,0.3979294502658989,0.0,0.5,0.31544256120527336,0.33333333333333337,0.27852852852852855,0.8932584269662921,0.1963377416073245,0.25,0.5353535353535354,0.5662650602409638,0.4,0.36363636363636365,0.2727272727272727,0.46153846153846156,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.40634920634920635
205,0.49019607843137436,0.5,Single,0.37954624122848424,0.0,0.5,0.28907721280602594,0.4545454545454546,0.7334834834834835,0.06741573033707865,0.25635808748728384,0.06896551724137931,0.06060606060606061,0.4056224899598393,0.4,0.36363636363636365,0.2727272727272727,0.9230769230769231,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542063492063492
206,0.2156862745098067,0.5,Single,0.25621322256836276,0.5,0.5,0.6497175141242941,0.48484848484848486,0.07132132132132132,0.06179775280898876,0.034587995930824005,0.0,0.020202020202020204,0.028112449799196783,0.4,0.18181818181818182,0.09090909090909091,0.38461538461538464,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058333333333333334
207,0.29411764705882604,0.75,Married,0.36852009188457785,0.0,0.5,0.4736346516007526,0.5252525252525253,0.22597597597597596,0.03932584269662921,0.07426246185147507,0.04310344827586207,0.0,0.2329317269076305,0.4,0.5454545454545454,0.09090909090909091,0.5384615384615385,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1765873015873016
208,0.6078431372549034,0.25,Together,0.2696245948582397,0.0,0.5,0.3201506591337093,0.2828282828282829,0.17492492492492492,0.11235955056179775,0.05696846388606307,0.034482758620689655,0.10101010101010102,0.3654618473895582,0.4,0.6363636363636364,0.09090909090909091,0.38461538461538464,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16825396825396827
209,0.7058823529411811,0.25,Divorced,0.35305705025331197,0.0,0.5,0.5301318267419965,0.14141414141414144,0.5187687687687688,0.03932584269662921,0.06917599186164802,0.0,0.03535353535353536,0.09236947791164658,0.4,0.18181818181818182,0.18181818181818182,0.5384615384615385,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3142857142857143
210,0.529411764705884,0.5,Together,0.3337549954372384,0.0,0.5,0.5282485875706211,0.3535353535353536,0.5187687687687688,0.03932584269662921,0.06103763987792472,0.04310344827586207,0.0,0.18473895582329317,0.4,0.9090909090909092,0.36363636363636365,0.5384615384615385,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.32142857142857145
211,0.2352941176470651,0.25,Widow,0.27804525000786684,0.0,0.5,0.3794726930320138,0.8080808080808082,0.12162162162162161,0.34269662921348315,0.0834181078331638,0.41810344827586204,0.2878787878787879,0.24497991967871482,0.4,0.36363636363636365,0.2727272727272727,0.6153846153846154,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.20476190476190476
212,0.5882352941176521,1.0,Married,0.3586582334245886,0.0,0.5,0.4868173258003754,0.8181818181818182,0.47822822822822825,0.2640449438202247,0.24008138351983724,0.05172413793103448,0.09595959595959597,0.3052208835341365,0.4,0.5454545454545454,1.0,0.5384615384615385,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40595238095238095
213,0.3137254901960844,1.0,Divorced,0.31929890808395484,0.0,0.5,0.4463276836158183,0.48484848484848486,0.20045045045045046,0.016853932584269662,0.029501525940996948,0.017241379310344827,0.0,0.2289156626506024,0.4,0.4545454545454546,0.18181818181818182,0.38461538461538464,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.14126984126984127
214,0.6862745098039227,0.5,Divorced,0.05707542716888511,0.5,0.0,0.6967984934086626,0.8686868686868687,0.0022522522522522522,0.028089887640449437,0.013224821973550354,0.008620689655172414,0.06060606060606061,0.0682730923694779,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01904761904761905
215,0.49019607843137436,0.75,Married,0.21823845935995467,0.5,0.5,0.4048964218455744,0.30303030303030304,0.028528528528528527,0.02247191011235955,0.021363173957273652,0.017241379310344827,0.010101010101010102,0.08032128514056225,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03373015873015873
216,0.19607843137255543,0.75,Married,0.40202020202020206,0.0,0.5,0.3502824858757059,0.6767676767676768,0.6118618618618619,0.0449438202247191,0.05289928789420142,0.04741379310344827,0.0,0.28112449799196787,0.4,0.18181818181818182,0.18181818181818182,0.6923076923076923,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37777777777777777
217,0.4705882352941231,0.75,Married,0.31681928317442337,0.0,0.5,0.5037664783427491,0.6464646464646465,0.28378378378378377,0.0,0.08850457782299084,0.08189655172413793,0.020202020202020204,0.2931726907630522,0.4,0.7272727272727273,0.4545454545454546,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22103174603174605
218,0.6274509803921617,0.5,Married,0.2998583970546587,0.5,0.5,0.3822975517890761,0.38383838383838387,0.17642642642642642,0.033707865168539325,0.044760935910478125,0.034482758620689655,0.045454545454545456,0.048192771084337345,0.4,0.4545454545454546,0.09090909090909091,0.46153846153846156,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12301587301587302
219,0.2352941176470651,1.0,Divorced,0.21054784606186477,0.5,0.5,0.14312617702448094,0.43434343434343436,0.07507507507507508,0.011235955056179775,0.01525940996948118,0.008620689655172414,0.005050505050505051,0.12449799196787148,0.4,0.2727272727272727,0.18181818181818182,0.15384615384615385,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.058333333333333334
220,0.882352941176471,0.75,Single,0.11571163346864281,0.5,0.0,0.33427495291902076,0.15151515151515152,0.06606606606606606,0.056179775280898875,0.04577822990844354,0.008620689655172414,0.015151515151515152,0.2570281124497992,0.4,0.4545454545454546,0.09090909090909091,0.15384615384615385,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08253968253968255
221,0.15686274509804576,0.75,Together,0.2920796752572454,0.0,0.5,0.1713747645951038,0.05050505050505051,0.39039039039039036,0.0449438202247191,0.22583926754832145,0.13793103448275862,0.2474747474747475,0.1686746987951807,0.4,0.9090909090909092,0.4545454545454546,0.5384615384615385,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.34484126984126984
222,0.9215686274509807,0.5,Single,0.19304572201768466,0.5,0.0,0.9990583804143114,0.12121212121212122,0.0037537537537537537,0.03932584269662921,0.023397761953204477,0.08189655172413793,0.07070707070707072,0.08032128514056225,0.4,0.2727272727272727,0.0,0.3076923076923077,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
223,0.4509803921568647,0.5,Married,0.3593253406337519,0.0,0.5,0.6807909604519775,0.020202020202020204,0.3918918918918919,0.0,0.26042726347914547,0.13793103448275862,0.08080808080808081,0.2650602409638554,0.4,0.18181818181818182,0.18181818181818182,0.6153846153846154,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3523809523809524
224,0.2352941176470651,1.0,Single,0.3814216935712263,0.0,0.5,0.4133709981167595,0.08080808080808081,0.7117117117117117,0.056179775280898875,0.08646998982706003,0.05603448275862069,0.10606060606060606,0.08433734939759036,0.4,0.5454545454545454,0.8181818181818182,0.8461538461538463,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43412698412698414
225,0.39215686274510375,0.5,Married,0.20731300544384657,0.5,0.5,0.39359698681732525,0.09090909090909091,0.048798798798798795,0.0,0.04577822990844354,0.017241379310344827,0.015151515151515152,0.08032128514056225,0.4,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05277777777777778
226,0.37254901960784537,0.5,Together,0.37684634507064413,0.0,0.5,0.11487758945385984,0.787878787878788,0.42867867867867865,0.2808988764044944,0.14343845371312308,0.14224137931034483,0.25252525252525254,0.6385542168674698,0.4,0.36363636363636365,0.4545454545454546,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.39682539682539686
227,0.3137254901960844,0.5,Single,0.29507536423424274,0.0,0.5,0.8192090395480225,0.030303030303030304,0.21921921921921922,0.033707865168539325,0.036622583926754826,0.0,0.015151515151515152,0.1365461847389558,0.4,0.5454545454545454,0.09090909090909091,0.46153846153846156,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14563492063492064
228,0.6274509803921617,0.25,Together,0.4147329997797288,0.0,0.5,0.7570621468926557,0.4141414141414142,0.29954954954954954,0.15168539325842695,0.1607324516785351,0.25,0.04040404040404041,0.15662650602409636,0.4,0.36363636363636365,0.36363636363636365,0.38461538461538464,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.27182539682539686
229,0.15686274509804576,0.75,Together,0.2920796752572454,0.0,0.5,0.1713747645951038,0.05050505050505051,0.39039039039039036,0.0449438202247191,0.22583926754832145,0.13793103448275862,0.2474747474747475,0.1686746987951807,0.4,0.9090909090909092,0.4545454545454546,0.5384615384615385,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.34484126984126984
231,0.3137254901960844,0.5,Married,0.42550741055413954,0.0,0.5,0.6666666666666661,0.9595959595959597,0.3716216216216216,0.1853932584269663,0.25839267548321465,0.04741379310344827,0.16666666666666669,0.0321285140562249,0.4,0.5454545454545454,0.6363636363636364,0.6923076923076923,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32936507936507936
232,0.37254901960784537,0.5,Married,0.3030240095660656,0.0,0.5,0.1732580037664775,0.32323232323232326,0.21996996996996998,0.033707865168539325,0.022380467955239066,0.05603448275862069,0.030303030303030304,0.36947791164658633,0.4,0.5454545454545454,0.18181818181818182,0.38461538461538464,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16984126984126985
233,0.39215686274510375,0.5,Married,0.35899178702917023,0.5,0.5,0.21563088512241002,0.9292929292929294,0.1509009009009009,0.011235955056179775,0.042726347914547304,0.01293103448275862,0.025252525252525256,0.14056224899598393,0.4,0.4545454545454546,0.09090909090909091,0.38461538461538464,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11269841269841269
234,0.6666666666666714,0.5,Together,0.32985304761005696,0.0,0.5,0.44821092278719377,0.32323232323232326,0.2882882882882883,0.33707865168539325,0.36927772126144454,0.5129310344827586,0.5101010101010102,0.931726907630522,0.4,1.0,0.5454545454545454,0.6153846153846154,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.498015873015873
235,0.5882352941176521,0.75,Divorced,0.4455017464363259,0.0,0.5,0.6581920903954792,0.7070707070707072,0.8415915915915916,0.0,0.07222787385554426,0.0,0.06060606060606061,0.048192771084337345,0.4,0.9090909090909092,0.7272727272727273,0.7692307692307693,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.48095238095238096
236,0.647058823529413,0.75,Together,0.11172787060637528,0.5,0.0,0.6996233521657249,0.5656565656565657,0.02177177177177177,0.0,0.024415055951169887,0.008620689655172414,0.010101010101010102,0.012048192771084336,0.4,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.022222222222222223
237,0.882352941176471,1.0,Single,0.16675792189810884,0.5,0.0,0.37758945386064013,0.22222222222222224,0.05105105105105105,0.03932584269662921,0.059003051881993895,0.04310344827586207,0.025252525252525256,0.04417670682730923,0.4,0.2727272727272727,0.09090909090909091,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061507936507936505
238,0.6862745098039227,1.0,Married,0.32676925013373614,0.0,0.5,0.30225988700564876,0.06060606060606061,0.34684684684684686,0.34269662921348315,0.1861648016276704,0.04310344827586207,0.2676767676767677,0.429718875502008,0.4,0.6363636363636364,0.4545454545454546,0.6923076923076923,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.346031746031746
239,0.5490196078431424,0.75,Widow,0.40194468044935333,0.0,0.5,0.2947269303201505,0.8181818181818182,0.9744744744744744,0.0,0.07019328585961343,0.15948275862068964,0.07070707070707072,0.1686746987951807,0.4,0.6363636363636364,0.36363636363636365,0.7692307692307693,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.5777777777777778
240,0.27450980392157476,1.0,Married,0.11990308065074422,0.5,0.5,0.058380414312617646,0.38383838383838387,0.02027027027027027,0.0,0.009155645981688708,0.0,0.0,0.01606425702811245,0.4,0.18181818181818182,0.0,0.3076923076923077,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014285714285714287
241,0.17647058823529704,1.0,Divorced,0.24777998049026084,0.5,0.5,0.35593220338983045,0.11111111111111112,0.1569069069069069,0.0,0.03967446592065107,0.01293103448275862,0.010101010101010102,0.06024096385542168,0.4,0.5454545454545454,0.09090909090909091,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.10476190476190475
242,0.3137254901960844,0.5,Married,0.325781176248466,0.0,0.5,0.6129943502824862,0.2828282828282829,0.12087087087087087,0.15730337078651685,0.1373346897253306,0.13793103448275862,0.015151515151515152,0.18072289156626503,0.4,0.2727272727272727,0.36363636363636365,0.46153846153846156,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15873015873015875
243,0.6666666666666714,0.5,Married,0.24893797790994054,0.0,0.5,0.6214689265536713,0.30303030303030304,0.15990990990990991,0.011235955056179775,0.04374364191251271,0.0,0.010101010101010102,0.020080321285140562,0.4,0.36363636363636365,0.18181818181818182,0.38461538461538464,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10357142857142856
244,0.2352941176470651,1.0,Single,0.2689134333994147,1.0,0.5,0.3032015065913374,0.8787878787878789,0.14189189189189189,0.011235955056179775,0.054933875890132246,0.0,0.025252525252525256,0.048192771084337345,0.4,0.5454545454545454,0.09090909090909091,0.3076923076923077,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10238095238095238
245,0.29411764705882604,0.5,Divorced,0.26800088108499326,0.0,0.5,0.4020715630885121,0.3434343434343435,0.1831831831831832,0.0449438202247191,0.03153611393692777,0.030172413793103446,0.010101010101010102,0.2008032128514056,0.4,0.2727272727272727,0.09090909090909091,0.6153846153846154,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.13412698412698412
246,0.6666666666666714,0.5,Single,0.24329274048900218,0.5,0.5,0.504708097928436,0.26262626262626265,0.036036036036036036,0.05056179775280899,0.044760935910478125,0.01293103448275862,0.07575757575757576,0.08032128514056225,0.4,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05357142857142857
247,0.39215686274510375,0.5,Divorced,0.14923691746121653,1.0,0.5,0.3578154425612041,0.5050505050505051,0.02252252252252252,0.028089887640449437,0.021363173957273652,0.034482758620689655,0.045454545454545456,0.11244979919678713,0.4,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.038492063492063494
248,0.2352941176470651,0.5,Married,0.27817741275685204,0.0,0.5,0.47645951035781486,0.9595959595959597,0.2695195195195195,0.0,0.1353001017293998,0.05603448275862069,0.13131313131313133,0.4939759036144578,0.4,0.5454545454545454,0.2727272727272727,0.6153846153846154,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25793650793650796
249,0.8431372549019613,0.5,Married,0.1241448755467447,0.5,0.0,0.7937853107344637,0.9191919191919192,0.03978978978978979,0.016853932584269662,0.048830111902339775,0.030172413793103446,0.020202020202020204,0.020080321285140562,0.4,0.2727272727272727,0.0,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046031746031746035
250,0.29411764705882604,0.5,Married,0.3713206834702162,0.0,0.5,0.3822975517890761,0.4040404040404041,0.3588588588588589,0.0,0.1953204476093591,0.47413793103448276,0.37878787878787884,0.4698795180722891,0.4,0.7272727272727273,0.2727272727272727,0.8461538461538463,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38412698412698415
